"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIGO","DESCRICAO","","","","","","","","NR FABRIC.","","Nro.: ORIGINAL","","","SKU","","UN.COMP","CUSTO UL C.","","CUSTO MEDIO","","","TRIB.SAI","QTDE ESTQ.","EST.MIN.","","(EST-PEND","LINHA","","","UL.COMPRA","","SAIDA.","ENTR.","","SALDO","CONDIÇÃ","","SAIDA  ","ENTR.  ","SALDO  ","CONDIÇÃ","","PESO BRUTO",""
"353","ESPELHO - MIOLO ESPELHO MB ACCELO / SCANIA 112/113 22MM S239","","","","","","","","S241A","","","","","","","PC ","5.14 ","","4.91 ","","","S1   ","12.00 ","12.00 ","","0","LOJA RP OK","","","9999-1/2-/31","","0","40 ","","40","S/Analise","","0","0","0","C/Analise","","0",""
"38895","ESPELHO - MIOLO ESPELHO MB ACCELO / SCANIA 112/113 22MM S239","","","","","","","","S241A","","","","","1563","","PC ","4.54 ","","3.77 ","","","S1   ","10.00 ","10.00 ","","0","SALÃO 11/2017","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","10","10","S/Analise","","0.1",""
"30884","ESPELHO RETROVISOR AUXILIAR MB AXOR/ATEGO/1938S (AVULSO CONVEXO)","","","","","","","","M026J","","002.810.1916","","","1423","","PC ","90.91 ","","91.26 ","","","S1   ","7.00 ","8.00 ","","-1","SALÃO OK","","","9999-1/2-/31","","0","12 ","","12","S/Analise","","0","56","56","S/Analise","","1",""
"166","ESPELHO RETROVISOR AUXILIAR MB AXOR/ATEGO/1938S (AVULSO CONVEXO)","","","","","","","","M026J","","002.810.1916","","","","","PC ","90.91 ","","94.70 ","","","S1   ","8.00 ","9.00 ","","-1","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","95 ","","95","S/Analise","","0","7","7","S/Analise","","0",""
"32268","ESPELHO RETROVISOR AUXILIAR RAMPA MB AXOR/ATEGO/VOLVO FH/ VW CONSTELLATION - LOJA","","","","","","","","M038S","","","","","","","PC","134.80 ","","134.86 ","","","S1   ","9.00 ","8.00 ","","1","LOJA RP OK","","","9999-1/2-/31","","0","58 ","","58","S/Analise","","0","3","3","S/Analise","","0",""
"30371","ESPELHO RETROVISOR AUXILIAR RAMPA MB AXOR/ATEGO/VOLVO FH/ VW CONSTELLATION - SALÃO","","","","","","","","M038S","","","","","1427","","PC","134.80 ","","134.80 ","","","S1   ","10.00 ","10.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","19 ","","19","S/Analise","","0","28","28","S/Analise","","1.5",""
"30371","ESPELHO RETROVISOR AUXILIAR RAMPA MB AXOR/ATEGO/VOLVO FH/ VW CONSTELLATION - SALÃO","","","","","","","","M038S","","","","","11511","","PC","134.80 ","","134.80 ","","","S1   ","10.00 ","10.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","19 ","","19","S/Analise","","0","28","28","S/Analise","","1.5",""
"30371","ESPELHO RETROVISOR AUXILIAR RAMPA MB AXOR/ATEGO/VOLVO FH/ VW CONSTELLATION - SALÃO","","","","","","","","M038S","","","","","11513","","PC","134.80 ","","134.80 ","","","S1   ","10.00 ","10.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","19 ","","19","S/Analise","","0","28","28","S/Analise","","1.5",""
"30266","ESPELHO RETROVISOR AUXILIAR SC SERIE 4 L/D P/G/R S4 E S5 MENOR CONVEXO ","","","","","","","","S255","","","","","1547","","PC ","52.40 ","","53.74 ","","","S1   ","1.00 ","1.00 ","","0","SALÃO ERRO ESTOQUE","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","1.5",""
"4856","ESPELHO RETROVISOR AUXILIAR SC SERIE 4 L/D P/G/R S4 E S5 MENOR CONVEXO","","","","","","","","S255","","","","","","","PC","53.96 ","","26.98 ","","","S1   ","0.00 ","1.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","1 ","","1","S/Analise","","0","0","0","C/Analise","","0",""
"4857","ESPELHO RETROVISOR AUXILIAR SC SERIE 4 L/E P/G/R S4 E S5 MENOR CONVEXO","","","","","","","","S256","","","","","","","PC","0.00 ","","0.00 ","","","S1   ","0.00 ","1.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","0","0","C/Analise","","0",""
"30269","ESPELHO RETROVISOR AUXILIAR SC SERIE 4 L/E P/G/R S4 E S5 MENOR CONVEXO ","","","","","","","","S256","","","","","1549","","PC ","53.96 ","","51.96 ","","","S1   ","0.00 ","1.00 ","","-1","SALÃO OK","","","9999-1/2-/31","","0","2 ","","2","S/Analise","","0","1","1","S/Analise","","1.5",""
"25221","ESPELHO RETROVISOR ELETRICO IVECO STRALIS L/D (C/ DESEMB)","","","","","","","","F802","","504370055","","","","","PC ","654.76 ","","654.76 ","","","S1   ","0.00 ","1.00 ","","-1","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","2 ","","2","S/Analise","","0","0","0","C/Analise","","0",""
"25220","ESPELHO RETROVISOR ELETRICO IVECO STRALIS L/E (C/ DESEMB)","","","","","","","","F802A","","504370047","","","","","PC ","949.00 ","","752.83 ","","","S1   ","1.00 ","2.00 ","","-1","NÃO FABRICA MAIS","","","9999-1/2-/31","","0","1 ","","1","S/Analise","","0","0","0","C/Analise","","0",""
"25223","ESPELHO RETROVISOR ELETRICO VOLVO FH/FM L/D 2010... (C/ DESEMB)","","","","","","","","V824","","20455981","","","","","PC ","500.00 ","","500.00 ","","","S1   ","0.00 ","0.00 ","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","5 ","","5","S/Analise","","0","0","0","C/Analise","","0",""
"28182","ESPELHO RETROVISOR ELETRICO VOLVO FH/FM L/D 2010... (C/ DESEMB)","","","","","","","","V950","","20455981","","","","","PC ","417.65 ","","433.47 ","","","S1   ","0.00 ","1.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","5 ","","5","S/Analise","","0","0","0","C/Analise","","0",""
"31797","ESPELHO RETROVISOR ELETRICO VOLVO FH/FM L/D 2010... (C/ DESEMB)","","","","","","","","V950","","20455981","","","1523","","PC ","687.68 ","","667.43 ","","","S1   ","2.00 ","1.00 ","","1","SALÃO OK","","","9999-1/2-/31","","0","7 ","","7","S/Analise","","0","0","0","C/Analise","","5.2",""
"28181","ESPELHO RETROVISOR ELETRICO VOLVO FH/FM L/E 2010... (C/ DESEMB)","","","","","","","","V950A","","20455982","","","","","PC ","687.68 ","","695.87 ","","","S1   ","3.00 ","2.00 ","","1","LOJA RP OK","","","9999-1/2-/31","","0","9 ","","9","S/Analise","","0","0","0","C/Analise","","0",""
"25222","ESPELHO RETROVISOR ELETRICO VOLVO FH/FM L/E 2010... (C/ DESEMB)","","","","","","","","V824A","","20455982","","","","","PC ","500.00 ","","500.00 ","","","S1   ","0.00 ","0.00 ","","0","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","0",""
"30143","ESPELHO RETROVISOR ELETRICO VOLVO FH/FM L/E 2010... (C/ DESEMB)","","","","","","","","V950A","","20455982","","","1525","","PC ","565.98 ","","533.67 ","","","S1   ","1.00 ","2.00 ","","-1","SALÃO OK","","","9999-1/2-/31","","0","4 ","","4","S/Analise","","0","1","1","S/Analise","","5.2",""
"26736","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO ...2010","","","","","","","","D669","","","","","","","PC ","120.22 ","","123.04 ","","","S1   ","7.00 ","8.00 ","","-1","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","43 ","","43","S/Analise","","0","0","0","C/Analise","","0",""
"40171","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO ...2010","","","","","","","","D669","","","","","1429","","PC ","126.05 ","","113.98 ","","","S1   ","3.00 ","3.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","2","2","S/Analise","","1.8",""
"26087","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO 2013... MAIOR","","","","","","","","D666","","","","","","","PC ","112.45 ","","108.67 ","","","S1   ","0.00 ","2.00 ","","-2","LOJA RP OK","","","9999-1/2-/31","","0","15 ","","15","S/Analise","","0","0","0","C/Analise","","0",""
"30388","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO 2013... MAIOR","","","","","","","","D666","","","","","1431","","PC ","150.89 ","","169.84 ","","","S1   ","0.00 ","3.00 ","","-3","SALÃO OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","3","3","S/Analise","","3",""
"24797","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO BIFOCAL ...2010 CAB. ANTIGA","","","","","","","","D661D","","","","","","","PC ","91.08 ","","102.52 ","","","S1   ","2.00 ","3.00 ","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","8 ","","8","S/Analise","","0","0","0","C/Analise","","0",""
"26737","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO BIFOCAL 2009...","","","","","","","","D668","","BG8X17K706CA","","","","","PC ","153.14 ","","153.14 ","","","S1   ","2.00 ","5.00 ","","-3","LOJA RP OK","","","9999-1/2-/31","","0","47 ","","47","S/Analise","","0","2","2","S/Analise","","0",""
"30704","ESPELHO RETROVISOR FORD CARGO AVULSO CONVEXO BIFOCAL 2009...","","","","","","","","D668","","BG8X17K706CA","","","11493","","PC ","153.14 ","","149.75 ","","","S1   ","4.00 ","4.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","8 ","","8","S/Analise","","0","13","13","S/Analise","","3",""
"26124","ESPELHO RETROVISOR FORD CARGO L/D 2013 (COMPLETO)","","","","","","","","D663","","CC45/17682/CC","","","","","PC ","251.98 ","","251.98 ","","","S1   ","0.00 ","1.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","1 ","","1","S/Analise","","0","0","0","C/Analise","","0",""
"30821","ESPELHO RETROVISOR FORD CARGO L/D 2013 (COMPLETO)","","","","","","","","D663","","CC45/17682/CC","","","1433","","PC ","268.44 ","","268.44 ","","","S1   ","2.00 ","1.00 ","","1","SALÃO OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","6.8",""
"30821","ESPELHO RETROVISOR FORD CARGO L/D 2013 (COMPLETO)","","","","","","","","D663","","CC45/17682/CC","","","12501","","PC ","268.44 ","","268.44 ","","","S1   ","2.00 ","1.00 ","","1","SALÃO OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","6.8",""
"30822","ESPELHO RETROVISOR FORD CARGO L/E 2013 (COMPLETO)","","","","","","","","D664","","CC45/17683/CC","","","1435","","PC ","456.32 ","","396.76 ","","","S1   ","1.00 ","1.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","2","2","S/Analise","","6.8",""
"26123","ESPELHO RETROVISOR FORD CARGO L/E 2013 (COMPLETO)","","","","","","","","D664","","CC45/17683/CC","","","","","PC ","459.13 ","","459.13 ","","","S1   ","1.00 ","1.00 ","","0","LOJA RP OK","","","9999-1/2-/31","","0","5 ","","5","S/Analise","","0","0","0","C/Analise","","0",""
"26088","ESPELHO RETROVISOR FORD CARGO MENOR AVULSO CONVEXO 2013...","","","","","","","","D667","","","","","","","PC ","168.71 ","","168.71 ","","","S1   ","1.00 ","2.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","10 ","","10","S/Analise","","0","1","1","S/Analise","","0",""
"30387","ESPELHO RETROVISOR FORD CARGO MENOR AVULSO CONVEXO 2013...","","","","","","","","D667","","","","","11491","","PC ","160.58 ","","160.58 ","","","S1   ","2.00 ","2.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","2","2","S/Analise","","2",""
"121","ESPELHO RETROVISOR FORD F1000 ATE 85 (COMPLETO)","","","","","","","","D640","","","","","","","JG","71.40 ","","80.68 ","","","S1   ","1.00 ","2.00 ","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","6 ","","6","S/Analise","","0","1","1","S/Analise","","0",""
"35367","ESPELHO RETROVISOR FORD F1000 ATE 85 (COMPLETO)","","","","","","","","D640","","","","","1437","","JG","109.64 ","","98.23 ","","","S1   ","0.00 ","3.00 ","","-3","SALÃO 11/2017","","","9999-1/2-/31","","0","2 ","","2","S/Analise","","0","2","2","S/Analise","","2.5",""
"30208","ESPELHO RETROVISOR FORD F4000 (COMPLETO 2 LADOS) 175 x 310mm","","","","","","","","D641","","","","","1439","","JG ","234.80 ","","234.80 ","","","S1   ","5.00 ","5.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","51 ","","51","S/Analise","","0","7","7","S/Analise","","3.7",""
"11542","ESPELHO RETROVISOR FORD F4000 (COMPLETO 2 LADOS) 175 x 310mm","","","","","","","","D641","","","","","","","CJ ","163.13 ","","163.13 ","","","S1   ","2.00 ","2.00 ","","0","LOJA RP OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","0",""
"30267","ESPELHO RETROVISOR FORD F4000 2000... L/D PLANO COMPLETO C/ BRACO ","","","","","","","","D687","","","","","1441","","PC","168.94 ","","168.97 ","","","S1   ","2.00 ","3.00 ","","-1","SALÃO 11/2017","","","9999-1/2-/31","","0","1 ","","1","S/Analise","","0","10","10","S/Analise","","3.2",""
"2132","ESPELHO RETROVISOR FORD F4000 2000... L/D PLANO COMPLETO C/ BRACO","","","","","","","","D687","","","","","","","PC ","0.00 ","","0.00 ","","","S1   ","1.00 ","1.00 ","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","0","0","C/Analise","","0",""
"2138","ESPELHO RETROVISOR FORD F4000 2000... L/E PLANO COMPLETO C/ BRACO","","","","","","","","D687A","","","","","","","PC ","0.00 ","","0.00 ","","","S1   ","1.00 ","1.00 ","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","0","0","C/Analise","","0",""
"30268","ESPELHO RETROVISOR FORD F4000 2000... L/E PLANO COMPLETO C/ BRACO","","","","","","","","D687A","","","","","1443","","PC","168.93 ","","169.02 ","","","S1   ","2.00 ","3.00 ","","-1","SALÃO 11/2017","","","9999-1/2-/31","","0","1 ","","1","S/Analise","","0","9","9","S/Analise","","3.2",""
"123","ESPELHO RETROVISOR FORD F6000/7000/8000/11000/13000/21 (COMPLETO)","","","","","","","","D642","","","","","","","JG ","140.46 ","","133.10 ","","","S1   ","1.00 ","1.00 ","","0","LOJA RP OK","","","9999-1/2-/31","","0","7 ","","7","S/Analise","","0","1","1","S/Analise","","0",""
"30887","ESPELHO RETROVISOR FORD F6000/7000/8000/11000/13000/21 (COMPLETO)","","","","","","","","D642","","","","","11489","","JG ","238.70 ","","238.70 ","","","S1   ","0.00 ","3.00 ","","-3","SALÃO OK","","","9999-1/2-/31","","0","5 ","","5","S/Analise","","0","11","11","S/Analise","","3",""
"38349","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (AVULSO)","","","","","","","","M026A","","94638816","","","1445","","PC ","43.39 ","","43.39 ","","","S1   ","3.00 ","6.00 ","","-3","SALÃO OK","","","9999-1/2-/31","","0","8 ","","8","S/Analise","","0","10","10","S/Analise","","8",""
"38349","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (AVULSO)","","","","","","","","M026A","","94638816","","","11499","","PC ","43.39 ","","43.39 ","","","S1   ","3.00 ","6.00 ","","-3","SALÃO OK","","","9999-1/2-/31","","0","8 ","","8","S/Analise","","0","10","10","S/Analise","","8",""
"38349","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (AVULSO)","","","","","","","","M026A","","94638816","","","11501","","PC ","43.39 ","","43.39 ","","","S1   ","3.00 ","6.00 ","","-3","SALÃO OK","","","9999-1/2-/31","","0","8 ","","8","S/Analise","","0","10","10","S/Analise","","8",""
"159","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (AVULSO)","","","","","","","","M026A","","94638816","","","","","PC ","17.05 ","","19.27 ","","","S1   ","7.00 ","7.00 ","","0","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","36 ","","36","S/Analise","","0","0","0","C/Analise","","0",""
"306","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (COMPLETO) PAR","","","","","","","","C520","","","","","","","PC ","91.92 ","","30.64 ","","","S1   ","2.00 ","2.00 ","","0","LOJA RP OK","","","9999-1/2-/31","","0","1 ","","1","S/Analise","","0","0","0","C/Analise","","0",""
"39628","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (COMPLETO) PAR","","","","","","","","C520","","","","","1519","","JG ","153.52 ","","153.52 ","","","S1   ","3.00 ","4.00 ","","-1","SALÃO OK","","","9999-1/2-/31","","0","27 ","","27","S/Analise","","0","0","0","C/Analise","","2.5",""
"39628","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (COMPLETO) PAR","","","","","","","","C520","","","","","11485","","JG ","153.52 ","","153.52 ","","","S1   ","3.00 ","4.00 ","","-1","SALÃO OK","","","9999-1/2-/31","","0","27 ","","27","S/Analise","","0","0","0","C/Analise","","2.5",""
"39628","ESPELHO RETROVISOR GM C10/D10/F1000/KOMBI/TOYOTA (COMPLETO) PAR","","","","","","","","C520","","","","","11487","","JG ","153.52 ","","153.52 ","","","S1   ","3.00 ","4.00 ","","-1","SALÃO OK","","","9999-1/2-/31","","0","27 ","","27","S/Analise","","0","0","0","C/Analise","","2.5",""
"35366","ESPELHO RETROVISOR GM D60 (COMLETO)","","","","","","","","C521","","","","","1521","","PC ","194.75 ","","219.21 ","","","S1   ","0.00 ","1.00 ","","-1","SALÃO 11/2017","","","9999-1/2-/31","","0","2 ","","2","S/Analise","","0","1","1","S/Analise","","4.5",""
"120","ESPELHO RETROVISOR GM D60 (COMLETO)","","","","","","","","C521","","","","","","","PC ","109.08 ","","122.78 ","","","S1   ","1.00 ","1.00 ","","0","LOJA RP OK","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","0",""
"170","ESPELHO RETROVISOR MB 1113/1114 (COMPLETO 16MM) 195 x 375mm","","","","","","","","M038E","","","","","","","JG ","123.07 ","","116.83 ","","","S1   ","2.00 ","2.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","30 ","","30","S/Analise","","0","1","1","S/Analise","","0",""
"30902","ESPELHO RETROVISOR MB 1113/1114 (COMPLETO 16MM) 195 x 375mm","","","","","","","","M038E","","","","","1453","","JG ","205.86 ","","204.62 ","","","S1   ","7.00 ","8.00 ","","-2","SALÃO OK","","","9999-1/2-/31","","0","61 ","","61","S/Analise","","0","20","20","S/Analise","","4.5",""
"30882","ESPELHO RETROVISOR MB 1113/1934 (COMPLETO PLANO 16MM) JG 195 x 375mm ","","","","","","","","M038D","","","","","1509","","JG ","203.58 ","","203.58 ","","","S1   ","0.00 ","4.00 ","","-4","SALÃO OK","","","9999-1/2-/31","","0","6 ","","6","S/Analise","","0","6","6","S/Analise","","4.4",""
"169","ESPELHO RETROVISOR MB 1113/1934 (COMPLETO PLANO 16MM) JG 195 x 375mm ","","","","","","","","M038D","","","","","","","JG ","203.59 ","","203.58 ","","","S1   ","1.00 ","2.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","20 ","","20","S/Analise","","0","2","2","S/Analise","","0",""
"177","ESPELHO RETROVISOR MB 1113/1934 (COMPLETO PLANO 18 MM) 195 x 375mm ORIGINAL","","","","","","","","M038Y","","","","","","","PC ","130.40 ","","130.40 ","","","S1   ","0.00 ","1.00 ","","-1","LOJA RP OK","","","9999-1/2-/31","","0","2 ","","2","S/Analise","","0","0","0","C/Analise","","0",""
"36652","ESPELHO RETROVISOR MB 1113/1934 (COMPLETO PLANO 18 MM) 195 x 375mm ORIGINAL","","","","","","","","M038Y","","","","","1447","","PC ","130.40 ","","130.40 ","","","S1   ","0.00 ","16.00 ","","-16","SALÃO 11/2017","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","1","1","S/Analise","","4.4",""
"39424","ESPELHO RETROVISOR MB 1113/2013 (AVULSO PLANO 16MM) 210 x 375mm ORIGINAL","","","","","","","","M025C","","","","","1449","","PC ","55.43 ","","55.96 ","","","S1   ","11.00 ","13.00 ","","-2","SALÃO ERRO ESTOQUE","","","9999-1/2-/31","","0","26 ","","26","S/Analise","","0","60","60","S/Analise","","2",""
"155","ESPELHO RETROVISOR MB 1113/2013 (AVULSO PLANO 16MM) 210 x 375mm ORIGINAL","","","","","","","","M025C","","","","","","","PC ","55.42 ","","50.40 ","","","S1   ","6.00 ","16.00 ","","-10","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","310 ","","310","S/Analise","","0","2","2","S/Analise","","0",""
"154","ESPELHO RETROVISOR MB 1113/2013 (AVULSO PLANO 19MM BIFOCAL) 210 x 375mm ORIGINAL","","","","","","","","M025A","","3508117016 E/D","","","","","PC ","38.27 ","","40.92 ","","","S1   ","6.00 ","6.00 ","","0","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","36 ","","36","S/Analise","","0","0","0","C/Analise","","0",""
"31834","ESPELHO RETROVISOR MB 1113/2013 (AVULSO PLANO 19MM BIFOCAL) 210 x 375mm ORIGINAL","","","","","","","","M025A","","3508117016 E/D","","","1451","","PC ","88.55 ","","71.67 ","","","S1   ","4.00 ","5.00 ","","-1","SALÃO 11/2017","","","9999-1/2-/31","","0","8 ","","8","S/Analise","","0","4","4","S/Analise","","2",""
"39423","ESPELHO RETROVISOR MB 1113/2013 (AVULSO PLANO 19MM) 210 x 375mm ORIGINAL","","","","","","","","M025D","","3318100016","","","1511","","PC ","56.12 ","","52.81 ","","","S1   ","4.00 ","8.00 ","","-4","SALÃO ERRO ESTOQUE","","","9999-1/2-/31","","0","14 ","","14","S/Analise","","0","36","36","S/Analise","","1.5",""
"156","ESPELHO RETROVISOR MB 1113/2013 (AVULSO PLANO 19MM) 210 x 375mm ORIGINAL","","","","","","","","M025D","","3318100016","","","","","PC ","56.12 ","","56.12 ","","","S1   ","6.00 ","16.00 ","","-10","LOJA RP OK","","","9999-1/2-/31","","0","276 ","","276","S/Analise","","0","2","2","S/Analise","","0",""
"30389","ESPELHO RETROVISOR MB 1634/1938LS / FORD CARGO NOVO BIFOCAL CONVEXO","","","","","","","","M026L","","","","","11505","","PC ","170.13 ","","171.20 ","","","S1   ","4.00 ","7.00 ","","-3","SALÃO ERRO ESTOQUE","","","9999-1/2-/31","","0","36 ","","36","S/Analise","","0","6","6","S/Analise","","2",""
"30389","ESPELHO RETROVISOR MB 1634/1938LS / FORD CARGO NOVO BIFOCAL CONVEXO","","","","","","","","M026L","","","","","11507","","PC ","170.13 ","","171.20 ","","","S1   ","4.00 ","7.00 ","","-3","SALÃO ERRO ESTOQUE","","","9999-1/2-/31","","0","36 ","","36","S/Analise","","0","6","6","S/Analise","","2",""
"24798","ESPELHO RETROVISOR MB 1634/1938LS / FORD CARGO NOVO BIFOCAL CONVEXO","","","","","","","","M026L","","","","","","","PC ","169.54 ","","142.21 ","","","S1   ","5.00 ","6.00 ","","-1","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","92 ","","92","S/Analise","","0","0","0","C/Analise","","0",""
"168","ESPELHO RETROVISOR MB 608D (COMPLETO PLANO ) 180 x 310mm ORIGINAL (PAR)","","","","","","","","M038C","","","","","","","PR ","64.01 ","","67.81 ","","","S1   ","15.00 ","15.00 ","","0","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","20 ","","20","S/Analise","","0","2","2","S/Analise","","0",""
"33404","ESPELHO RETROVISOR MB 608D (COMPLETO PLANO ) 180 x 310mm ORIGINAL (PAR)","","","","","","","","M038C","","","","","1455","","PR ","136.01 ","","136.01 ","","","S1   ","2.00 ","6.00 ","","-4","SALÃO OK","","","9999-1/2-/31","","0","15 ","","15","S/Analise","","0","9","9","S/Analise","","2",""
"11574","ESPELHO RETROVISOR MB 608D / F4000 (AVULSO PLANO 16MM) 180 x 310mm ORIGINAL","","","","","","","","M026","","","","","","","PC ","53.33 ","","52.91 ","","","S1   ","4.00 ","11.00 ","","-7","LOJA RP OK","","","9999-1/2-/31","","0","82 ","","82","S/Analise","","0","0","0","C/Analise","","0",""
"30205","ESPELHO RETROVISOR MB 608D / F4000 (AVULSO PLANO 16MM) 180 x 310mm ORIGINAL","","","","","","","","M026","","688107216","","","1457","","PC ","50.58 ","","50.08 ","","","S1   ","10.00 ","7.00 ","","3","SALÃO OK","","","9999-1/2-/31","","0","34 ","","34","S/Analise","","0","16","16","S/Analise","","1",""
"30205","ESPELHO RETROVISOR MB 608D / F4000 (AVULSO PLANO 16MM) 180 x 310mm ORIGINAL","","","","","","","","M026","","688107216","","","11497","","PC ","50.58 ","","50.08 ","","","S1   ","10.00 ","7.00 ","","3","SALÃO OK","","","9999-1/2-/31","","0","34 ","","34","S/Analise","","0","16","16","S/Analise","","1",""
"30201","ESPELHO RETROVISOR MB 709/912 (AVULSO CONVEXO 19MM) 180 x 310mm","","","","","","","","M026H","","","","","1459","","PC ","75.17 ","","75.17 ","","","S1   ","0.00 ","28.00 ","","-28","SALÃO OK","","","9999-1/2-/31","","0","6 ","","6","S/Analise","","0","74","74","S/Analise","","1",""
"164","ESPELHO RETROVISOR MB 709/912 (AVULSO CONVEXO 19MM) 180 x 310mm","","","","","","","","M026H","","","","","","","PC ","40.64 ","","40.64 ","","","S1   ","6.00 ","7.00 ","","-1","RP BLOQUEADO","","","9999-1/2-/31","","0","38 ","","38","S/Analise","","0","0","0","C/Analise","","0",""
"48154","ESPELHO RETROVISOR MB 709/912 (COMPLETO CONVEXO) 180 x 310mm","","","","","","","","M038H","","","","","","","PC ","0.00 ","","0.00 ","","","S1   ","0.00 ","0.00 ","","0","LEVE","","","9999-1/2-/31","","0","0 ","","0","C/analise","","0","0","0","C/Analise","","0",""
"171","ESPELHO RETROVISOR MB 709/912 (COMPLETO PLANO) 180 x 310mm ORIGINAL","","","","","","","","M038F","","6888107516","","","","","JG","109.44 ","","119.29 ","","","S1   ","1.00 ","2.00 ","","-1","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","3 ","","3","S/Analise","","0","0","0","C/Analise","","0",""
"30425","ESPELHO RETROVISOR MB 709/912 (COMPLETO PLANO) 180 x 310mm ORIGINAL","","","","","","","","M038F","","6888107516","","","1461","","JG","173.50 ","","186.90 ","","","S1   ","3.00 ","3.00 ","","0","SALÃO OK","","","9999-1/2-/31","","0","10 ","","10","S/Analise","","0","8","8","S/Analise","","3.7",""
"160","ESPELHO RETROVISOR MB 709/912/ VW 8.150 (AVULSO PLANO 19MM) 180 x 310mm ","","","","","","","","M026B","","688107216","","","","","PC ","30.92 ","","30.08 ","","","S1   ","9.00 ","13.00 ","","-4","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","142 ","","142","S/Analise","","0","0","0","C/Analise","","0",""
"41001","ESPELHO RETROVISOR MB 709/912/ VW 8.150 (AVULSO PLANO 19MM) 180 x 310mm","","","","","","","","M026B","","688107216","","","1463","","PC ","53.12 ","","53.12 ","","","S1   ","4.00 ","6.00 ","","-2","SALÃO OK","","","9999-1/2-/31","","0","18 ","","18","S/Analise","","0","20","20","S/Analise","","1",""
"41001","ESPELHO RETROVISOR MB 709/912/ VW 8.150 (AVULSO PLANO 19MM) 180 x 310mm","","","","","","","","M026B","","688107216","","","11503","","PC ","53.12 ","","53.12 ","","","S1   ","4.00 ","6.00 ","","-2","SALÃO OK","","","9999-1/2-/31","","0","18 ","","18","S/Analise","","0","20","20","S/Analise","","1",""
