"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIGO","DESCRICAO","","","","","","","","NR FABRIC.","","Nro.: ORIGINAL","","","SKU","","UN.COMP","CUSTO UL C.","","CUSTO MEDIO","","","TRIB.SAI","QTDE ESTQ.","EST.MIN.","","(EST-PEND","LINHA","","","UL.COMPRA","","SAIDA.","ENTR.","","SALDO","CONDIÇÃ","","SAIDA  ","ENTR.  ","SALDO  ","CONDIÇÃ","","PESO BRUTO",""
"1103","PR.FR.INOX (CST744170) 05-06 GM EQUINOX GG","","","","","","","","E072","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1104","PR.FR.PRETO (C744170) 05-06 GM EQUINOX GG","","","","","","","","E072A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1105","PR.FR.INOX (CST273170) 05-06 TOY SEQUOIA","","","","","","","","E073","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1106","BRACO ESPELHO ACCELO A PARTIR 2020... L/E","","","","","","","","M050D","","ER1309","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1107","BRACO ESPELHO ACCELO A PARTIR 2020... L/D","","","","","","","","M050C","","ER1310","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1108","ESPELHO RETROVISOR MB ACCELO A PARTIR 2020... (AVULSO CONVEXO)","","","","","","","","M050B","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1109","ESPELHO RETROVISOR MB ACCELO A PARTIR 2020... (COMPLETO CONVEXO) L/D","","","","","","","","M050","","A9798102816","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1110","ESPELHO RETROVISOR MB ACCELO A PARTIR 2020... (COMPLETO CONVEXO) L/E","","","","","","","","M050A","","A9798102716","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1113","ESPELHO RETROVISOR SCANIA S5 P 2007 ATÉ 2018 MAIOR","","","","","","","","S325","","ER1205","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1114","VIDRO ESPELHO MB ACCELO CONVEXO C/BASE","","","","","","","","M048B","","ER1196A","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1115","VIDRO ESPELHO SCANIA SERIE 6 NTG MENOR CONVEXO L/E C/ DESEMBACADOR C/BASE","","","","","","","","S330E","","2116848","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1116","VIDRO ESPELHO SCANIA SERIE 6 NTG MENOR CONVEXO L/D C/ DESEMBACADOR C/BASE","","","","","","","","S330D","","2116849","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1117","VIDRO ESPELHO SCANIA SERIE 6 NTG MAIOR CONVEXO L/E C/DESEMBACADOR C/BASE","","","","","","","","S330C","","2116845 2119490","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1123","VIDRO ESPELHO SCANIA SERIE 6 NTG MAIOR CONVEXO L/D C/DESEMBACADOR C/BASE","","","","","","","","S330B","","2116846 2119507 ","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1124","VIDRO ESPELHO SCANIA SERIE 4/5 MENOR CONVEXO C/DESEMBACADOR C/BASE","","","","","","","","S329C","","1443864 1732778 ","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1125","VIDRO ESPELHO SCANIA SERIE 4/5 MAIOR CONVEXO C/DESEMBACADOR C/BASE","","","","","","","","S329B","","1442705 1442706 ","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1126","VIDRO ESPELHO VOLVO FH FM 2015 A 2022 MENOR CONVEXO C/DESEMBACADOR C/ BASE","","","","","","","","V976D","","82356824","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1127","VIDRO ESPELHO VOLVO FH FM 2015 A 2022 MAIOR CONVEXO L/E C/DESEMBACADOR C/ BASE","","","","","","","","V976C","","82356810","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1128","VIDRO ESPELHO VOLVO FH FM 2015 A 2022 MAIOR CONVEXO L/D C/DESEMBACADOR C/ BASE ","","","","","","","","W976B","","82359214 82359320","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1130","PR.FR.PRETO (C421470) 92-97 MITS MONT FULL SI","","","","","","","","E085A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1134","VIDRO ESPELHO VOLVO FH FM 2010 A 2014 MENOR CONVEXO C/ DESEMBACADOR C/ BASE","","","","","","","","D721S","","20589798 21070768","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1135","VIDRO ESPELHO VOLVO FH FM 2010 A 2014 MAIOR CONVEXO C/ DESEMBACADOR C/ BASE","","","","","","","","D721T","","20589788 21320404 ","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1136","VIDRO ESPELHO VOLVO FH FM 2010 A 2014 MAIOR C/ BASE","","","","","","","","V972","","21320404","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1138","PR.FR.PRETO (C642770) 2002 MERCURY MOUNTAIN","","","","","","","","E089A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.14","00.14","","-1","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1139","VIDRO ESPELHO VW CONSTELLATION CONVEXO MAIOR 2012... C/BASE ","","","","","","","","W919B","","2R2857521L","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1140","VIDRO ESPELHO VW CONSTELLATION CONVEXO MENOR 2005 A 2011 C/BASE","","","","","","","","W906E","","2R2857521E","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1145","VIDRO ESPELHO VW CONSTELLATION CONVEXO MAIOR 2005 A 2011 C/BASE","","","","","","","","W906D","","2R2857521F","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1147","VIDRO ESPELHO VW CONSTELLATION CONVEXO C/BASE","","","","","","","","W912A","","2R2857521G","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1148","VIDRO ESPELHO SCANIA SERIE 6 NTG MENOR CONVEXO L/E C/BASE","","","","","","","","S328E","","2116848","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1149","VIDRO ESPELHO SCANIA SERIE 6 NTG MENOR CONVEXO L/D C/BASE","","","","","","","","S328D","","2116849","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1150","VIDRO ESPELHO SCANIA SERIE 6 NTG MAIOR CONVEXO L/E C/BASE","","","","","","","","S328C","","2116845 2119490","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1151","VIDRO ESPELHO SCANIA SERIE 6 NTG MAIOR CONVEXO L/D C/BASE","","","","","","","","S328B","","2116846 2119807","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1152","VIDRO ESPELHO SCANIA SERIE 4/5 MAIOR CONVEXO C/BASE","","","","","","","","S320B","","1442705 1442706","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1153","VIDRO ESPELHO SCANIA SERIE 4/5 MENOR CONVEXO C/BASE","","","","","","","","S320C","","1443864 1732778","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1154","VIDRO ESPELHO SCANIA SERIE 4/5 MAIOR PLANO C/BASE","","","","","","","","S321B","","1442708","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1155","VIDRO ESPELHO VOLVO FH FM 2015 A 2022 MENOR CONVEXO C/ BASE","","","","","","","","V975D","","82356824","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1157","VIDRO ESPELHO VOLVO FH FM 2015 A 2022 MAIOR CONVEXO L/E C/ BASE","","","","","","","","V975C","","82356810","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1158","VIDRO ESPELHO VOLVO FH FM 2015 A 2022 MAIOR CONVEXO L/D C/ BASE","","","","","","","","V975B","","82359214 82359320","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1190","ZZZZZPARA-CH.TRAS.INOX (CST221190) 01 TRIBUTE BG S","","","","","","","","E303","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1207","RODA ALUMINIO ARO 17,5 X 6,25 SPEEDLINE IVECO","","","","","","","","","","","","","","","PC ","00.58","","00.58","","","S1   ","00.00","00.00","","-2","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1232","PR.FR.PRETO (C231270) 03-06 HUMMER H2","","","","","","","","E400A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1237","PR.FR.INOX (CST592070) 05-06 NISSAN XTERRA","","","","","","","","E403","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1238","PR.FR.PRETO (C592070) 05-06 NISSAN XTERRA","","","","","","","","E403A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1243","PR.FR.INOX (CST231170) 06 HUMMER 13","","","","","","","","E406","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1244","PR.FR.PRETO (C231170) 06 HUMMER 13","","","","","","","","E406A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1249","PR.FR.INOX (CST591270) 86-95 NISSAN PTHFD","","","","","","","","E409","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1250","PR.FR.PRETO (C591270) 86-95 NISSAN PTHFD","","","","","","","","E409A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1251","PR.FR.INOX (CST744370) 07 CHEVY TAHOE","","","","","","","","E410","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1252","PR.FR.PRETO (C744370) 07 CHEVY TAHOE","","","","","","","","E410A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1253","PR.FR.PRETO 06 CHEVY COLORADO","","","","","","","","E411A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1254","PR.FR.INOX (CST273470) 06 TOYOTA FJ CRUISER","","","","","","","","E412","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1255","PR.FR.PRETO (C273470) 06 TOYOTA FJ CRUISER","","","","","","","","E412A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1256","PR.FR.INOX (CST273370) 06 TOYOTA RAV 4","","","","","","","","E413","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1257","PR.FR.PRETO (C273370) 06 TOYOTA RAV 4","","","","","","","","E413A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1258","PR.FR.INOX (CST381970) 06 JEEP COMMANDER","","","","","","","","E414","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1260","PR.FR.INOX (CST471970) 06 DODGE RAM 2500/3500","","","","","","","","E415","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1261","PR.FR.PRETO (C471970) 06 DODGE RAM 2500/3500","","","","","","","","E415A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1262","PR.FR.INOX (CST592130) 03-04 NIS MURANO","","","","","","","","E416","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1263","PR.FR.PRETO (C592130) 03-04 NIS MURANO","","","","","","","","E416A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1264","PR.FR.INOX (EST321130) AUDI GG Q7","","","","","","","","E417","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1265","PR.FR.PRETO (321130) AUDI GG Q7","","","","","","","","E417A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1266","PR.FR.INOX (CST472170) 06 DODGE RAM 1500 SR","","","","","","","","E418","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1267","PR.FR.PRETO (C472170) 06 DODGE RAM 1500 SR","","","","","","","","E418A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1268","PR.FR.INOX (CST382170) JEEP COMPASS","","","","","","","","E419","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1270","PR.FR.INOX (CST744570) 07 GMC YUKON XL ESCALA","","","","","","","","E420","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1271","ARO CALOTA 16 ","","","","","","","","M178V","","","","","","","PC ","00.07","","00.07","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","2","S/Analise","","0","0","0","C/Analise","","0",""
"1274","PR.FR.INOX (CST472370) DODGE NITRO 2007","","","","","","","","E422","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1275","PR.FR.PRETO (C472370) DODGE NITRO 2007","","","","","","","","E422A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1278","PR.FR.INOX (CST273670) TOYOTA TUNDRA","","","","","","","","E424","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1279","PR.FR.PRETO (C273670) TOYOTA TUNDRA","","","","","","","","E424A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1280","PR.FR.INOX (CST643970) BIPARTIDO F.F-250","","","","","","","","E425","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1281","PR.FR.PRETO (C643970) BIPARTIDO F.F-250","","","","","","","","E425A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1282","PR.FR.INOX (CST382270) 07 JEEP WRANGLER 4DOOR","","","","","","","","E426","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1284","PR.FR.INOX (CST382070) 76-05 CJ7/WRANGLER","","","","","","","","E427","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1286","PR.FR.INOX (CST644030) F.EDEG","","","","","","","","E428","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1287","PR.FR.PRETO (C644030) F.EDEG","","","","","","","","E428A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1288","PR.FR.INOX (CST644130) F.ESCAPE","","","","","","","","E429","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1289","PR.FR.PRETO (C644130) F.ESCAPE","","","","","","","","E429A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1290","PR.FR.INOX (CST745430) GMC ACADIA","","","","","","","","E430","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1291","PR.FR.PRETO (C745430) GMC ACADIA","","","","","","","","E430A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1292","PR.FR.INOX (CST592230) NISSAN ROGUE 2008","","","","","","","","E431","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1293","PR.FR.PRETO (C592230) NISSAN ROGUE 2008","","","","","","","","E431A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1294","PR.FR.INOX (CST273830) TOYOTA HIGHLANDER","","","","","","","","E432","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1295","PR.FR.PRETO (C273830) TOYOTA HIGHLANDER","","","","","","","","E432A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1296","PR.FR.INOX (CST745170) 07-08 GMC SIERRA 2500","","","","","","","","E433","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1297","PR.FR.PRETO (C745170) 07-08 GMC SIERRA 2500","","","","","","","","E433A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1298","PR.FR.INOX (CST744970) 07-08 GMC SIERRA 1500","","","","","","","","E434","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1299","PR.FR.PRETO (C744970) 07-08 GMC SIERRA 1500","","","","","","","","E434A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1302","GR.PR.CARTER PCH.IMP.INOX POL.","","","","","","","","E800","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1303","PR.FR.INOX (CST643470)","","","","","","","","E99","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1304","GRADE PARA-CH.IMP.2,5"" PR.MIT.L200 SPORT","","","","","","","","F734F","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","1","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1305","QUEBRA MATO DIANT.(460300547) VOLARE VE W8","","","","","","","","I1048","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","1","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1318","PR.FR.(43030262) TRAMONTINI","","","","","","","","I1545","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1319","PR.FR.(44030264) TRAMONTINI","","","","","","","","I1617","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1320","PARACHOQUE ARG. DUPLO MB 1114","","","","","","","","M164CI","","","","","","","PC ","00.45","","00.32","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","5","S/Analise","","0","0","0","C/Analise","","0",""
"1325","PARACHOQUE DIANTEIRO MB 1519 CROMADO","","","","","","","","M161","","3448800270","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"1328","PARACHOQUE DIANTEIRO MB 1618 HPN PRIMER CINZA","","","","","","","","M163D","","3848807070","","","","","PC ","00.37","","00.37","","","S1   ","00.00","00.00","","-1","LOJA RP OK","","","9999-1/2-/31","","0","00","","13","S/Analise","","0","1","1","S/Analise","","0",""
